live,name,lan,kommun,address,website,phone,products,onSiteSales,tastingRoom,openingHours,season,rating,reviewCount,source,place_id,_source_file
no,Med Påhlssons,Blekinge,Sölvesborg,"Stortorget 4, 294 31 Sölvesborg, Sverige",https://www.medpahlssons.se/,076-493 81 43,annat,yes,yes,"måndag: Stängt, tisdag: 16:30–23:30, onsdag: 16:30–23:30, torsdag: 16:30–23:30, fredag: 16:30–23:30, lördag: 11:30–01:00, söndag: Stängt",,4.5,354,google-places:gårdsrestaurang,ChIJZUvHEaYgVEYRdwxx2Cn_rz4,google-places-farms-expansion-2.json
no,Mormors Bakeri,Blekinge,,"Nötabråne 28, 374 91 Asarum, Sverige",http://mormorsbakeri.se/,076-247 71 60,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 10:00–20:00, lördag: 10:00–20:00, söndag: 10:00–20:00",,4.5,645,google-places:gårdscafé,ChIJhebhwcKPVkYRl_DPsM00RjI,google-places-farms-expansion-2.json
yes,Mundekulla gårdsbutik och café,Blekinge,,"Mundekulla, 361 95 Långasjö, Sverige",https://www.mundekulla.se/mundekullacafe,,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 10:00–14:00, söndag: Stängt",,5,7,google-places:gårdscafé,ChIJ59F6WaRVVkYRWhRvdJbSKNI,google-places-farms-expansion-2.json
yes,Möllekulla Länsmansgård,Blekinge,Sölvesborg,"Möllekullavägen 127, 294 93 Sölvesborg, Sverige",https://www.mollekulla.se/,,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 13:00–17:00, lördag: 10:00–14:00, söndag: Stängt",,4.9,24,google-places:gårdsbutik,ChIJSdFdBxKZVkYR6W1wh5B1yqQ,google-places-farms-expansion-2.json
yes,Nellys Café och hembageri,Blekinge,Karlskrona,"Landsvägsgatan 2, 371 39 Karlskrona, Sverige",http://www.cafekartan.se/0248131/Nellys_Cafe_och_Hembageri,0455-229 30,bakat,yes,yes,"måndag: Stängt, tisdag: 08:30–17:00, onsdag: 08:30–17:00, torsdag: 08:30–17:00, fredag: 08:30–17:00, lördag: 09:00–15:00, söndag: Stängt",,4.3,189,google-places:gårdscafé,ChIJ1W-MtlBsVkYRS_GuFePghmY,google-places-farms-expansion-2.json
no,Nivå Bar & Stekhus,Blekinge,Karlskrona,"Norra Kungsgatan 1, 371 14 Karlskrona, Sverige",https://www.niva.nu/,0455-103 71,annat,yes,yes,"måndag: 17:00–23:00, tisdag: 17:00–23:00, onsdag: 17:00–23:00, torsdag: 17:00–23:00, fredag: 17:00–23:00, lördag: 12:00–23:00, söndag: Stängt",,4.1,882,google-places:gårdsrestaurang,ChIJebYPx1RsVkYRwskXoLI41tM,google-places-farms-expansion-2.json
yes,Nättraby Kvartersbryggeri,Blekinge,,"Åvägen 9, 370 24 Nättraby, Sverige",https://kvartersbryggeri.se/,,öl,no,yes,,,4.9,16,google-places:bryggeri,ChIJeRmthMZvVkYRQTbl1MDUWTQ,google-places-farms-expansion-2.json
yes,Olsängs Potatis AB,Blekinge,,"Olsängsvägen 11, 373 78 Fågelmara, Sverige",http://olsangspotatis.se/,0455-36 80 23,grönsaker,yes,no,"måndag: 07:00–19:00, tisdag: 07:00–19:00, onsdag: 07:00–19:00, torsdag: 07:00–19:00, fredag: 07:00–19:00, lördag: 09:00–17:00, söndag: 09:00–17:00",,4.7,94,google-places:gårdsbutik,ChIJl_mMk4kXVkYR3OsiW_cWRK0,google-places-farms-expansion-2.json
no,Parken - Café • Bar • Bistro,Blekinge,Karlskrona,"Parkgatan 2, 371 33 Karlskrona, Sverige",http://parkenkarlskrona.se/,070-930 02 44,annat,yes,yes,"måndag: 11:00–23:00, tisdag: 11:00–23:00, onsdag: 11:00–23:00, torsdag: 11:00–23:00, fredag: 11:00–00:00, lördag: 12:00–00:00, söndag: Stängt",,4.1,632,google-places:gårdscafé,ChIJwwymjVRsVkYR3T5HT2PIV7E,google-places-farms-expansion-3.json
no,Pelles Sjöbod,Blekinge,,"Brygga, 373 71 Torhamn, Sverige",https://www.facebook.com/share/1A6XGh3zAx/,070-981 66 78,annat,yes,yes,,,4.8,5,google-places:gårdscafé,ChIJU_pTvt8PVkYR_noxg7TkFHk,google-places-farms-expansion-2.json
yes,Petras Bikupa Gårdsbutik Honung,Blekinge,,"Klakebäcksvägen 27, 373 73 Jämjö, Sverige",https://petrasbikupa.se/,070-235 41 53,honung,yes,no,,,5,4,google-places:gårdsförsäljning,ChIJHTjSY2sXVkYRxJPfqZ6YOuQ,google-places-farms-expansion-2.json
no,PlantRiket,Blekinge,,"Johannishusvägen 49, 372 75 Johannishus, Sverige",http://www.plantriket.se/,076-338 90 29,annat,yes,no,"måndag: 09:00–15:00, tisdag: 09:00–15:00, onsdag: 09:00–15:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 09:00–15:00, söndag: 09:00–15:00",,4.6,280,google-places:gårdsbutik,ChIJy0cPh_hlVkYR7qEjQqIDHrE,google-places-farms-expansion-2.json
no,Porslinan,Blekinge,Karlskrona,"Östra Hamngatan 7C, 371 32 Karlskrona, Sverige",http://www.ungdomenshus.se/,0455-169 22,annat,yes,yes,"måndag: 15:00–20:30, tisdag: 15:00–20:30, onsdag: 15:00–20:30, torsdag: 15:00–20:30, fredag: 15:00–20:30, lördag: Stängt, söndag: Stängt",,4.4,68,google-places:gårdscafé,ChIJGw32C_9sVkYRpZT5Jqiu8Ck,google-places-farms-expansion-2.json
no,Restaurang Blåregn,Blekinge,Sölvesborg,"Lilla Skolgatan 6, 294 31 Sölvesborg, Sverige",http://www.restaurangblaregn.se/,0456-101 23,annat,yes,yes,"måndag: 11:00–15:00, tisdag: 11:00–15:00, onsdag: 11:00–15:00, torsdag: 11:00–15:00, fredag: 11:00–15:00, lördag: Stängt, söndag: Stängt",,4.5,584,google-places:gårdsrestaurang,ChIJQ5dh0jYnVEYR-iJKJpB4CZ0,google-places-farms-expansion-3.json
no,"Restaurang Karön, Schweizeriet på Karön",Blekinge,Ronneby,"KARÖN 13, 372 73 Ronneby, Sverige",http://www.restaurangkaron.se/,0457-38 18 60,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 17:00–22:00, torsdag: Stängt, fredag: 17:00–22:00, lördag: 11:00–22:00, söndag: 11:00–15:00",,4,105,google-places:gårdsrestaurang,ChIJGbemhcVkVkYR594g1m9dE4U,google-places-farms-expansion-2.json
no,Restaurang Michelangelo,Blekinge,Karlskrona,"Ronnebygatan 29, 371 12 Karlskrona, Sverige",http://www.restaurangmichelangelo.se/,0455-121 95,annat,yes,yes,"måndag: 11:30–14:00, 17:00–22:00, tisdag: 11:30–14:00, 17:00–22:00, onsdag: 11:30–14:00, 17:00–22:00, torsdag: 11:30–14:00, 17:00–22:00, fredag: 11:30–14:00, 17:00–23:00, lördag: 16:00–23:00, söndag: 16:00–22:00",,4.2,817,google-places:gårdsrestaurang,ChIJE-eOF1VsVkYROdcmK9wJqvY,google-places-farms-expansion-2.json
no,Restaurang Montmartre,Blekinge,Karlskrona,"Ronnebygatan 18, 371 12 Karlskrona, Sverige",http://www.montmartre.se/,0455-31 18 33,annat,yes,yes,"måndag: 16:00–22:30, tisdag: 16:00–22:30, onsdag: 16:00–22:30, torsdag: 16:00–22:30, fredag: 16:00–22:30, lördag: 13:00–22:30, söndag: 13:00–21:30",,4.5,1547,google-places:gårdsrestaurang,ChIJK8rHZFVsVkYRFrnPW7NIGc0,google-places-farms-expansion-2.json
yes,Riksdagsmannagården,Blekinge,,"Törnerydsvägen 302, 374 96 Trensum, Sverige",https://www.riksdagsmannagarden.se/,076-846 00 21,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 10:00–15:00, söndag: Stängt",,4.7,47,google-places:gårdsbutik,ChIJa-49jN-IVkYRcWCv5_G0wbs,google-places-farms-expansion-2.json
yes,Rinkaby Gård AB,Blekinge,,"Rinkaby Gatugård 2, 355 95 Tävelsås, Sverige",http://rinkabygard.se/,073-092 13 16,annat,no,no,,,4.7,17,google-places:lokal producent mat,ChIJEc41JYYhV0YRBtEwhGwEOCc,google-places-farms-expansion-2.json
yes,Ritz Conditori och Bageri i Sölvesborg,Blekinge,Sölvesborg,"Stortorget 3-5, 294 31 Sölvesborg, Sverige",http://www.ritzsbg.se/,0456-103 33,bakat,yes,yes,"måndag: 08:00–18:00, tisdag: 08:00–18:00, onsdag: 08:00–18:00, torsdag: 08:00–18:00, fredag: 08:00–18:00, lördag: 08:00–15:00, söndag: Stängt",,4.5,899,google-places:gårdscafé,ChIJzWiOFqYgVEYRnU9hfPhH_Wo,google-places-farms-expansion-2.json
no,Rockos Konditori,Blekinge,Karlshamn,"Ronnebygatan 5, 374 35 Karlshamn, Sverige",https://m.facebook.com/Rockoskonditori/?tsid=0.7917798258039452&source=result,0454-160 00,annat,yes,yes,"måndag: 06:30–15:00, tisdag: 06:30–16:00, onsdag: 06:30–16:00, torsdag: 06:30–16:00, fredag: 06:30–15:00, lördag: 06:30–14:00, söndag: Stängt",,4.6,141,google-places:gårdscafé,ChIJd5NtAxuFVkYRqXHUCbv7r1Y,google-places-farms-expansion-2.json
no,Sjöstens Hjorthägn,Blekinge,,"Kråkerumsvägen 53, 373 74 Jämjö, Sverige",http://sjostenshagn.se/,,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–20:00, fredag: Stängt, lördag: 12:00–17:00, söndag: 12:00–16:00",,4.9,15,google-places:gårdsbutik,ChIJuZhO4IEWVkYRf_0W6LXzvn4,google-places-farms-expansion-2.json
yes,Smeabondens Gård,Blekinge,Ronneby,"Stora Silpinge 41, 372 91 Ronneby, Sverige",https://www.facebook.com/Skogsbrynetperma/,076-878 61 90,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.5,6,google-places:gårdsbutik,ChIJTVqd_XhhVkYR2jf5cCfT99Q,google-places-farms-expansion-2.json
yes,Systrarna Lindqvist Cafe & Surdegsbageri,Blekinge,Karlskrona,"Borgmästaregatan 3, 371 15 Karlskrona, Sverige",https://www.facebook.com/systrarnalindqvist/,0455-156 00,bakat,yes,yes,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–14:00, söndag: Stängt",,4.4,398,google-places:gårdscafé,ChIJCdM9SKttVkYRxC_GT1O7r0U,google-places-farms-expansion-2.json
no,The Pot Karlskrona / Paraply,Blekinge,Karlskrona,"Blekingegatan 1, 371 57 Karlskrona, Sverige",https://www.thepot.se/,0455-34 90 15,annat,no,no,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: Stängt, söndag: Stängt",,4,24,google-places:lokal producent mat,ChIJ24NynoBtVkYRo6cMVgkGvdA,google-places-farms-expansion-2.json
yes,Vasakull Gård,Blekinge,,"Vasakullsvägen 25, 372 62 Bräkne-Hoby, Sverige",http://vasakullgard.se/,070-993 62 64,annat,yes,no,"måndag: 07:00–20:00, tisdag: 07:00–20:00, onsdag: 07:00–20:00, torsdag: 07:00–20:00, fredag: 07:00–20:00, lördag: 07:00–20:00, söndag: 07:00–20:00",,4.7,18,google-places:gårdsbutik,ChIJ-1r3I52JVkYRAsNFY-oU1ko,google-places-farms-expansion-2.json
no,vildmarkscafeet,Blekinge,,"KORPEBACKEN 6, 370 12 Hallabro, Sverige",http://www.vildmarkscafeet.se/,0457-45 20 30,annat,yes,yes,"måndag: 12:00–17:00, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: 12:00–17:00",,4.4,84,google-places:gårdscafé,ChIJ4b9JGR_zVkYRK62zsB0p3Ng,google-places-farms-expansion-2.json
no,Villa Utsikten,Blekinge,Karlshamn,"Utsiktsvägen 6, 374 30 Karlshamn, Sverige",http://www.villautsikten.se/,0454-103 25,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 12:00–21:00, lördag: 12:00–21:00, söndag: 12:00–19:00",,4.3,180,google-places:gårdscafé,ChIJrYdsXgGFVkYRLhlDVUeEym8,google-places-farms-expansion-2.json
yes,Vingården Stora Boråkra,Blekinge,Karlskrona,"Stora Boråkra, 371 91 Karlskrona, Sverige",http://www.storaborakra.se/,070-884 78 47,vin,no,yes,,,4.7,43,google-places:vingård,ChIJYRy0sfJrVkYREoPEPDD95qM,google-places-farms-expansion-2.json
no,Våffelstugan i Wämöparken,Blekinge,Karlskrona,"Hästövägen 1, 371 42 Karlskrona, Sverige",https://www.vaffelstugan.com/,076-601 51 34,annat,yes,yes,"måndag: Stängt, tisdag: 11:00–16:00, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.7,30,google-places:gårdscafé,ChIJO7MwMQBtVkYRIWaI7dSoZYA,google-places-farms-expansion-2.json
yes,Wägga Fisk & Delikatess,Blekinge,Karlshamn,"Saltsjöbadsvägen 44, 374 30 Karlshamn, Sverige",http://delikatessrokeri.se/,0454-190 85,fisk; ägg,yes,yes,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–14:00, söndag: Stängt",,4.4,2235,google-places:gårdsrestaurang,ChIJV6RQulSEVkYRojNC2aJLZ_Q,google-places-farms-expansion-2.json
yes,Änghagen Gård,Blekinge,,"Långasjö 208, 373 38 Holmsjö, Sverige",https://www.facebook.com/Anghagengard,073-375 39 56,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,5,8,google-places:gårdsbutik,ChIJ9_k0p2ZbVkYRekoIh73LbU0,google-places-farms-expansion-2.json
yes,Äppelboden Musteri,Blekinge,,"Gustavstorpsvägen 234, 375 91 Mörrum, Sverige",http://appelboden.se/,073-346 63 46,vin,no,yes,"måndag: 08:00–18:00, tisdag: 08:00–18:00, onsdag: 08:00–18:00, torsdag: 08:00–18:00, fredag: 08:00–18:00, lördag: 08:00–18:00, söndag: 08:00–18:00",,4.8,25,google-places:musteri,ChIJSSMym0KQVkYRKW08xIP5VTs,google-places-farms-expansion-2.json
yes,Örlycke Gårdsbutik,Blekinge,Sölvesborg,"Örlyckevägen 130-4, 294 93 Sölvesborg, Sverige",http://orlyckegardsbutik.se/besok.html,070-758 68 03,annat,yes,no,,,4.4,12,google-places:gårdsförsäljning,ChIJ3SqQGT2ZVkYRpH2FuH5HE6Y,google-places-farms-expansion-2.json
yes,Alskute Farm & Brewery AB,Gotland,,"sockerbruket, 622 54 Romakloster, Sverige",http://www.alskute.com/,,öl,no,yes,,,5,9,google-places:bryggeri,ChIJK0HqnwN390YR45n_vbDFYVA,google-places-farms-expansion.json
no,Bad Wolf BBQ,Gotland,Visby,"Adelsgatan 1B, 621 57 Visby, Sverige",http://www.gothemscantinaycasitas.com/,073-908 99 41,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 18:00–21:00, torsdag: 18:00–21:00, fredag: 18:00–21:00, lördag: 18:00–21:00, söndag: Stängt",,4.6,1188,google-places:gårdsrestaurang,ChIJP16U_Sqv90YRUou-kR75aNQ,google-places-farms-expansion.json
yes,Bageriet Mat & Bar,Gotland,Visby,"Stora torget 7, 621 56 Visby, Sverige",http://www.bagerietvisby.se/,0498-21 28 04,bakat,yes,yes,"måndag: 11:30–02:00, tisdag: 11:30–02:00, onsdag: 11:30–02:00, torsdag: 11:30–02:00, fredag: 11:30–02:00, lördag: 11:30–00:00, söndag: 11:30–02:00",,4.1,331,google-places:gårdsrestaurang,ChIJs4Ob_dSu90YRW91V8wlB0rU,google-places-farms-expansion.json
no,BAKED PizzaShop,Gotland,Visby,"Adelsgatan 16, 621 57 Visby, Sverige",https://www.bakedpizzashop.com/,073-990 49 24,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 17:00–22:00, torsdag: 17:00–22:00, fredag: 12:00–22:00, lördag: 12:00–22:00, söndag: 12:00–22:00",,4.7,363,google-places:gårdsrestaurang,ChIJ07-IkMmv90YRJ-U1ygPwlOU,google-places-farms-expansion.json
no,Bakfickan,Gotland,Visby,"Stora torget 1, 621 56 Visby, Sverige",http://bakfickanvisby.se/,0498-27 18 07,annat,yes,yes,"måndag: 11:00–22:00, tisdag: 11:00–22:00, onsdag: 11:00–22:00, torsdag: 11:00–22:00, fredag: 11:00–22:00, lördag: 12:00–22:00, söndag: 12:00–22:00",,4.6,1407,google-places:gårdsrestaurang,ChIJ_xTlqtWu90YRTFOo47QzJmQ,google-places-farms-expansion.json
yes,Barlingbo Bryggeri AB,Gotland,Visby,"Artillerigatan 9, 621 38 Visby, Sverige",http://www.barlingbobryggeri.se/,0498-10 53 50,öl,no,yes,"måndag: 08:00–13:00, tisdag: 08:00–13:00, onsdag: 08:00–13:00, torsdag: 08:00–13:00, fredag: 08:00–13:00, lördag: Stängt, söndag: Stängt",,4.5,35,google-places:bryggeri,ChIJ8Q5v9mwI90YRUvJWbOnVSwE,google-places-farms-expansion.json
no,Bella Roma Restaurang & Pizzeria & Bar,Gotland,Visby,"Visbyvägen 35B, 622 54 Romakloster, Sverige",https://bellaroma.se/,0498-560 00,annat,yes,yes,"måndag: Stängt, tisdag: 11:00–20:00, onsdag: 11:00–20:00, torsdag: 11:00–20:00, fredag: 11:00–23:00, lördag: 11:00–23:00, söndag: 11:00–21:00",,4.5,359,google-places:gårdsrestaurang,ChIJV68xzyQJ90YRJBt8MjKmEBs,google-places-farms-expansion.json
no,Bläse Bistro,Gotland,,"FLERINGE BLÄSE 325, 624 60 Lärbro, Sverige",http://blase.se/mat-cafe/,076-607 47 87,annat,yes,yes,,,4.4,205,google-places:gårdscafé,ChIJBcsG_KLw9kYRXeZO208eiEI,google-places-farms-expansion.json
yes,Bondeblom Gårdsbutik,Gotland,,"BURS VIDRINGS 309, 623 49 Stånga, Sverige",http://bondeblom.se/,,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.3,4,google-places:gårdsbutik,ChIJSXQ3BBxv90YRMFmcjNJ4dpk,google-places-farms-expansion.json
no,Broman & Son,Gotland,Gotland,"Gnisvärdsvägen 110, 622 65 Gotlands Tofta, Sverige",http://bromanmedson.se/,0498-26 51 63,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 18:00–22:00, lördag: 12:00–15:00, söndag: 12:00–15:00",,4.7,282,google-places:gårdsrestaurang,ChIJV6aCI62j90YRuNSfnt0SfEE,google-places-farms-expansion.json
no,Bror San,Gotland,Visby,"Adelsgatan 14, 621 57 Visby, Sverige",http://www.bror-san.com/,0498-21 88 88,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 17:00–23:30, lördag: 17:00–23:30, söndag: Stängt",,4.3,297,google-places:gårdsrestaurang,ChIJDYb2SEev90YR_aiuxDsqKz8,google-places-farms-expansion.json
yes,Bryggeriet Mat & Malt,Gotland,Visby,"Artillerigatan 9, 621 38 Visby, Sverige",http://www.bryggerietvisby.se/,072-338 31 31,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 16:00–22:00, torsdag: 16:00–22:00, fredag: 16:00–00:00, lördag: 16:00–00:00, söndag: Stängt",,4.6,349,google-places:bryggeri,ChIJ-2b8XtSo90YR81Va5fFgaeE,google-places-farms-expansion.json
yes,Brödboden Södertorg,Gotland,Visby,"Södertorg 25, 621 57 Visby, Sverige",https://brodbodensodertorg.se/,0498-21 07 33,bakat,yes,yes,"måndag: 06:30–16:00, tisdag: 06:30–16:00, onsdag: 06:30–16:00, torsdag: 06:30–16:00, fredag: 06:30–16:00, lördag: 07:30–15:00, söndag: Stängt",,4.4,490,google-places:gårdscafé,ChIJj5X1BCuv90YRCEJHsC1rMNg,google-places-farms-expansion.json
yes,Burgsviks bryggeri,Gotland,,"Skolvägen 10, 623 35 Burgsvik, Sverige",https://www.burgsviksbryggeri.se/,,öl,no,yes,,,4.3,38,google-places:bryggeri,ChIJ49E_k9_X-UYRyYmVp0-3YzA,google-places-farms-expansion.json
yes,Buters Gårdsbutik,Gotland,Gotland,"Buters Eko Eskelhem, Buters 422, 622 70 Gotlands Tofta, Sverige",http://buterseko.se/,070-819 26 06,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.7,14,google-places:gårdsbutik,ChIJhYbiZHqh90YRpAMCWBGY_Uk,google-places-farms-expansion.json
yes,Bäntebingels gård,Gotland,,"GOTHEM BÄNTEBINGELS 830, 624 30 Slite, Sverige",https://bantebingelsgard.se/,076-949 90 47,annat,yes,no,,,5,4,google-places:gårdsbutik,ChIJ05TP1-AF90YRzJi04xWc4CM,google-places-farms-expansion.json
yes,Bärgården Källunge AB,Gotland,Visby,"Källunge Burs 134, 621 79 Visby, Sverige",https://www.bargarden.se/,070-240 77 25,bär,yes,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–17:00, söndag: 10:00–17:00",,4.6,102,google-places:gårdsbutik,ChIJ7YzkSLoG90YRYGHLZPJlaqk,google-places-farms-expansion.json
no,Café Amalia,Gotland,Visby,"Södra Kyrkogatan 4B, 621 47 Visby, Sverige",http://cafeamalia.com/?utm_source=gmb&utm_medium=referral,070-498 10 10,annat,yes,yes,"måndag: 07:00–14:00, tisdag: 07:00–14:00, onsdag: 07:00–14:00, torsdag: 07:00–14:00, fredag: 07:00–14:00, lördag: 08:00–16:00, söndag: 08:00–16:00",,4.7,336,google-places:gårdscafé,ChIJ_ftKbM6v90YRPAEkWg-w6Qk,google-places-farms-expansion.json
no,Café Foajé,Gotland,Visby,"Cramérgatan 5, 621 57 Visby, Sverige",https://www.almedalsbiblioteket.se/ombiblioteket/236-bibl.html,073-626 17 81,annat,yes,yes,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 10:00–16:00, söndag: 10:00–16:00",,3.8,45,google-places:gårdscafé,ChIJ9VjuCdau90YRwXbDn_2KnSs,google-places-farms-expansion.json
no,Cafe skolhuset,Gotland,,"ÖSTERGARN SKOLHUSET 104, 623 68 Katthammarsvik, Sverige",https://cafeskolhuset.se/,0498-525 61,annat,yes,yes,"måndag: 11:30–16:00, tisdag: 11:30–16:00, onsdag: 11:30–16:00, torsdag: 11:30–16:00, fredag: 11:30–16:00, lördag: Stängt, söndag: Stängt",,4.2,278,google-places:gårdscafé,ChIJO_wrfokW90YRG8-k2lWMjZM,google-places-farms-expansion.json
no,Coop Öster,Gotland,Visby,"Österväg 7, 9, 621 45 Visby, Sverige",https://www.coop.se/025050,010-747 30 30,annat,no,no,"måndag: 08:00–20:00, tisdag: 08:00–20:00, onsdag: 08:00–20:00, torsdag: 08:00–20:00, fredag: 08:00–20:00, lördag: 08:00–20:00, söndag: 10:00–18:00",,3.8,1084,google-places:lokal producent mat,ChIJr8QTmyqp90YRCCvQoaAb4to,google-places-farms-expansion.json
no,Crêperie & Logi,Gotland,Visby,"Wallers Plats 3, 621 56 Visby, Sverige",http://www.creperielogi.se/,073-087 05 06,annat,yes,yes,"måndag: 11:00–22:00, tisdag: 11:00–22:00, onsdag: 11:00–22:00, torsdag: 11:00–22:00, fredag: 11:00–22:00, lördag: 11:00–22:00, söndag: 11:00–22:00",,4.5,1690,google-places:gårdsrestaurang,ChIJjWMtb9Wu90YR076KL0oxT6s,google-places-farms-expansion.json
no,Danskens Kök & Bar,Gotland,Visby,"Tage Cervins gata 3B, 621 56 Visby, Sverige",http://www.danskens.se/,070-222 99 54,annat,yes,yes,"måndag: 11:00–16:30, tisdag: Stängt, onsdag: Stängt, torsdag: 11:00–15:00, 18:00–21:30, fredag: 11:00–18:00, lördag: 11:00–18:00, söndag: 11:00–18:00",,4.5,83,google-places:gårdsrestaurang,ChIJ-XQgX4yv90YROzkX7Fg4R8M,google-places-farms-expansion.json
no,Eathai Gotland,Gotland,Visby,"Skarphällsgatan 12, 621 41 Visby, Sverige",https://eathaigotland.se/,073-399 79 72,annat,yes,yes,"måndag: 11:00–19:00, tisdag: 11:00–19:00, onsdag: 11:00–19:00, torsdag: 11:00–19:00, fredag: 11:00–19:00, lördag: Stängt, söndag: Stängt",,4.4,91,google-places:gårdsrestaurang,ChIJ8eSmzwup90YRR9l5vFedIB4,google-places-farms-expansion.json
